Ugs;Id;Uds
6,000000;-0,007474;5,199999
6,000000;-0,007526;5,399999
6,000000;-0,007577;5,599999
6,000000;-0,007625;5,799999
6,000000;-0,007669;5,999999
6,000000;-0,007717;6,199998
6,000000;-0,007757;6,399998
6,000000;-0,007804;6,599998
6,000000;-0,007843;6,799998
6,000000;-0,007878;6,999998
6,000000;-0,007916;7,199997
6,000000;-0,007955;7,399997
6,000000;-0,007991;7,599997
6,000000;-0,008026;7,799997
6,000000;-0,008059;7,999997
6,000000;-0,008101;8,199997
6,000000;-0,008134;8,399997
6,000000;-0,008167;8,599997
6,000000;-0,008198;8,799996
6,000000;-0,008226;8,999996
6,000000;-0,008262;9,199996
6,000000;-0,008293;9,399996
6,000000;-0,008322;9,599996
6,000000;-0,008351;9,799995
6,000000;-0,008381;9,999995
6,000000;-0,008413;10,200000
6,000000;-0,008436;10,399990
7,000000;-0,000788;0,400000
7,000000;-0,001526;0,600000
7,000000;-0,002244;0,800000
7,000000;-0,002923;1,000000
7,000000;-0,003579;1,200000
7,000000;-0,004206;1,400000
7,000000;-0,004798;1,600000
7,000000;-0,005353;1,800000
7,000000;-0,005877;2,000000
7,000000;-0,006376;2,200000
7,000000;-0,006841;2,400000
7,000000;-0,007265;2,600000
7,000000;-0,007666;2,800000
7,000000;-0,008037;3,000000
7,000000;-0,008372;3,200001
7,000000;-0,008678;3,400001
7,000000;-0,008948;3,600001
7,000000;-0,009197;3,800001
7,000000;-0,009414;4,000000
7,000000;-0,009599;4,200000
7,000000;-0,009769;4,400000
7,000000;-0,009916;4,600000
7,000000;-0,010041;4,800000
7,000000;-0,010158;5,000000
7,000000;-0,010261;5,199999
7,000000;-0,010343;5,399999
7,000000;-0,010425;5,599999
7,000000;-0,010502;5,799999
7,000000;-0,010574;5,999999
7,000000;-0,010640;6,199998
7,000000;-0,010701;6,399998
7,000000;-0,010759;6,599998
7,000000;-0,010815;6,799998
7,000000;-0,010874;6,999998
7,000000;-0,010929;7,199997
7,000000;-0,010979;7,399997
7,000000;-0,011024;7,599997
7,000000;-0,011074;7,799997
7,000000;-0,011118;7,999997
7,000000;-0,011168;8,199997
7,000000;-0,011214;8,399997
7,000000;-0,011258;8,599997
7,000000;-0,011300;8,799996
7,000000;-0,011343;8,999996
7,000000;-0,011386;9,199996
7,000000;-0,011426;9,399996
7,000000;-0,011461;9,599996
7,000000;-0,011496;9,799995
7,000000;-0,011533;9,999995
7,000000;-0,011569;10,200000
7,000000;-0,011607;10,399990
8,000000;-0,000879;0,400000
8,000000;-0,001723;0,600000
8,000000;-0,002543;0,800000
8,000000;-0,003333;1,000000
8,000000;-0,004090;1,200000
8,000000;-0,004818;1,400000
8,000000;-0,005520;1,600000
8,000000;-0,006192;1,800000
8,000000;-0,006838;2,000000
8,000000;-0,007449;2,200000
8,000000;-0,008035;2,400000
8,000000;-0,008585;2,600000
8,000000;-0,009103;2,800000
8,000000;-0,009593;3,000000
8,000000;-0,010053;3,200001
8,000000;-0,010484;3,400001
8,000000;-0,010885;3,600001
8,000000;-0,011255;3,800001
8,000000;-0,011596;4,000000
8,000000;-0,011900;4,200000
8,000000;-0,012182;4,400000
8,000000;-0,012439;4,600000
8,000000;-0,012670;4,800000
8,000000;-0,012869;5,000000
8,000000;-0,013055;5,199999
8,000000;-0,013219;5,399999
8,000000;-0,013360;5,599999
8,000000;-0,013488;5,799999
8,000000;-0,013606;5,999999
8,000000;-0,013712;6,199998
8,000000;-0,013809;6,399998
8,000000;-0,013901;6,599998
8,000000;-0,013982;6,799998
8,000000;-0,014059;6,999998
8,000000;-0,014133;7,199997
8,000000;-0,014206;7,399997
8,000000;-0,014265;7,599997
8,000000;-0,014330;7,799997
8,000000;-0,014392;7,999997
8,000000;-0,014451;8,199997
8,000000;-0,014511;8,399997
8,000000;-0,014568;8,599997
8,000000;-0,014623;8,799996
8,000000;-0,014676;8,999996
8,000000;-0,014727;9,199996
8,000000;-0,014773;9,399996
8,000000;-0,014821;9,599996
8,000000;-0,014866;9,799995
8,000000;-0,014917;9,999995
8,000000;-0,014958;10,200000
8,000000;-0,015006;10,399990
9,000000;-0,000969;0,400000
9,000000;-0,001902;0,600000
9,000000;-0,002815;0,800000
9,000000;-0,003698;1,000000
9,000000;-0,004558;1,200000
9,000000;-0,005382;1,400000
9,000000;-0,006188;1,600000
9,000000;-0,006961;1,800000
9,000000;-0,007705;2,000000
9,000000;-0,008420;2,200000
9,000000;-0,009113;2,400000
9,000000;-0,009767;2,600000
9,000000;-0,010401;2,800000
9,000000;-0,011002;3,000000
9,000000;-0,011575;3,200001
9,000000;-0,012123;3,400001
9,000000;-0,012638;3,600001
9,000000;-0,013118;3,800001
9,000000;-0,013571;4,000000
9,000000;-0,014000;4,200000
9,000000;-0,014397;4,400000
9,000000;-0,014770;4,600000
9,000000;-0,015108;4,800000
9,000000;-0,015424;5,000000
9,000000;-0,015708;5,199999
9,000000;-0,015965;5,399999
9,000000;-0,016200;5,599999
9,000000;-0,016414;5,799999
9,000000;-0,016610;5,999999
9,000000;-0,016787;6,199998
9,000000;-0,016947;6,399998
9,000000;-0,017088;6,599998
9,000000;-0,017217;6,799998
9,000000;-0,017336;6,999998
9,000000;-0,017447;7,199997
9,000000;-0,017546;7,399997
9,000000;-0,017635;7,599997
9,000000;-0,017722;7,799997
9,000000;-0,017803;7,999997
9,000000;-0,017888;8,199997
9,000000;-0,017963;8,399997
9,000000;-0,018033;8,599997
9,000000;-0,018100;8,799996
9,000000;-0,018165;8,999996
9,000000;-0,018227;9,199996
9,000000;-0,018287;9,399996
9,000000;-0,018344;9,599996
9,000000;-0,018403;9,799995
9,000000;-0,018459;9,999995
9,000000;-0,018517;10,200000
9,000000;-0,018564;10,399990
10,000000;-0,001046;0,400000
10,000000;-0,002064;0,600000
10,000000;-0,003064;0,800000
10,000000;-0,004039;1,000000
10,000000;-0,004981;1,200000
10,000000;-0,005900;1,400000
10,000000;-0,006793;1,600000
10,000000;-0,007658;1,800000
10,000000;-0,008502;2,000000
10,000000;-0,009315;2,200000
10,000000;-0,010104;2,400000
10,000000;-0,010860;2,600000
10,000000;-0,011588;2,800000
10,000000;-0,012289;3,000000
10,000000;-0,012967;3,200001
10,000000;-0,013617;3,400001
10,000000;-0,014233;3,600001
10,000000;-0,014823;3,800001
10,000000;-0,015380;4,000000
10,000000;-0,015915;4,200000
10,000000;-0,016417;4,400000
10,000000;-0,016892;4,600000
10,000000;-0,017336;4,800000
10,000000;-0,017756;5,000000
10,000000;-0,018150;5,199999
10,000000;-0,018514;5,399999
10,000000;-0,018851;5,599999
10,000000;-0,019163;5,799999
10,000000;-0,019453;5,999999
10,000000;-0,019716;6,199998
10,000000;-0,019962;6,399998
10,000000;-0,020186;6,599998
10,000000;-0,020388;6,799998
10,000000;-0,020567;6,999998
10,000000;-0,020735;7,199997
10,000000;-0,020886;7,399997
10,000000;-0,021026;7,599997
10,000000;-0,021154;7,799997
10,000000;-0,021271;7,999997
10,000000;-0,021383;8,199997
10,000000;-0,021484;8,399997
10,000000;-0,021581;8,599997
10,000000;-0,021670;8,799996
10,000000;-0,021747;8,999996
10,000000;-0,021828;9,199996
10,000000;-0,021904;9,399996
10,000000;-0,021978;9,599996
10,000000;-0,022049;9,799995
10,000000;-0,022117;9,999995
10,000000;-0,022183;10,200000
10,000000;-0,022243;10,399990

