Uds;Id;Ugs
5,000000;0,002974;4,600000
5,000000;0,003486;4,800000
5,000000;0,004043;5,000000
5,000000;0,004626;5,199999
5,000000;0,005240;5,399999
5,000000;0,005891;5,599999
5,000000;0,006566;5,799999
5,000000;0,007284;5,999999
5,000000;0,008013;6,199998
5,000000;0,008761;6,399998
5,000000;0,009538;6,599998
5,000000;0,010341;6,799998
5,000000;0,011166;6,999998
5,000000;0,012006;7,199997
5,000000;0,012872;7,399997
5,000000;0,013751;7,599997
5,000000;0,014643;7,799997
5,000000;0,015554;7,999997
5,000000;0,016474;8,199997
5,000000;0,017410;8,399997
5,000000;0,018359;8,599997
5,000000;0,019319;8,799996
5,000000;0,020287;8,999996
5,000000;0,021266;9,199996
5,000000;0,022260;9,399996
5,000000;0,023260;9,599996
5,000000;0,024266;9,799995
5,000000;0,025282;9,999995
5,000000;0,026303;10,200000
5,000000;0,027328;10,399990
6,000000;-4,125000E-6;0,600000
6,000000;-5,500000E-6;0,800000
6,000000;-1,375000E-6;1,000000
6,000000;-1,375000E-6;1,400000
6,000000;1,375000E-6;1,600000
6,000000;2,750000E-6;1,800000
6,000000;1,237600E-5;2,000000
6,000000;2,200100E-5;2,200000
6,000000;5,087800E-5;2,400000
6,000000;0,000107;2,600000
6,000000;0,000205;2,800000
6,000000;0,000338;3,000000
6,000000;0,000514;3,200001
6,000000;0,000740;3,400001
6,000000;0,001009;3,600001
6,000000;0,001324;3,800001
6,000000;0,001684;4,000000
6,000000;0,002087;4,200000
6,000000;0,002529;4,400000
6,000000;0,003017;4,600000
6,000000;0,003531;4,800000
6,000000;0,004092;5,000000
6,000000;0,004682;5,199999
6,000000;0,005306;5,399999
6,000000;0,005964;5,599999
6,000000;0,006646;5,799999
6,000000;0,007351;5,999999
6,000000;0,008087;6,199998
6,000000;0,008854;6,399998
6,000000;0,009637;6,599998
6,000000;0,010444;6,799998
6,000000;0,011269;6,999998
6,000000;0,012113;7,199997
6,000000;0,012977;7,399997
6,000000;0,013859;7,599997
6,000000;0,014756;7,799997
6,000000;0,015670;7,999997
6,000000;0,016593;8,199997
6,000000;0,017535;8,399997
6,000000;0,018488;8,599997
6,000000;0,019455;8,799996
6,000000;0,020434;8,999996
6,000000;0,021418;9,199996
6,000000;0,022413;9,399996
6,000000;0,023415;9,599996
6,000000;0,024428;9,799995
6,000000;0,025449;9,999995
6,000000;0,026475;10,200000
6,000000;0,027507;10,399990
7,000000;-4,125000E-6;0,400000
7,000000;-8,251000E-6;0,600000
7,000000;-1,375000E-6;0,800000
7,000000;-6,875000E-6;1,000000
7,000000;-4,125000E-6;1,200000
7,000000;-1,375000E-6;1,400000
7,000000;6,875000E-6;2,000000
7,000000;2,475200E-5;2,200000
7,000000;5,637800E-5;2,400000
7,000000;0,000111;2,600000
7,000000;0,000204;2,800000
7,000000;0,000341;3,000000
7,000000;0,000527;3,200001
7,000000;0,000751;3,400001
7,000000;0,001026;3,600001
7,000000;0,001346;3,800001
7,000000;0,001709;4,000000
7,000000;0,002112;4,200000
7,000000;0,002560;4,400000
7,000000;0,003050;4,600000
7,000000;0,003574;4,800000
7,000000;0,004136;5,000000
7,000000;0,004732;5,199999
7,000000;0,005359;5,399999
7,000000;0,006017;5,599999
7,000000;0,006704;5,799999
7,000000;0,007420;5,999999
7,000000;0,008156;6,199998
7,000000;0,008920;6,399998
7,000000;0,009704;6,599998
7,000000;0,010515;6,799998
7,000000;0,011349;6,999998
7,000000;0,012197;7,199997
7,000000;0,013063;7,399997
7,000000;0,013947;7,599997
7,000000;0,014845;7,799997
7,000000;0,015757;7,999997
7,000000;0,016683;8,199997
7,000000;0,017624;8,399997
7,000000;0,018577;8,599997
7,000000;0,019547;8,799996
7,000000;0,020522;8,999996
7,000000;0,021506;9,199996
7,000000;0,022501;9,399996
7,000000;0,023504;9,599996
7,000000;0,024514;9,799995
7,000000;0,025535;9,999995
7,000000;0,026561;10,200000
7,000000;0,027595;10,399990
8,000000;-1,375000E-6;0,400000
8,000000;-2,750000E-6;0,600000
8,000000;-5,500000E-6;0,800000
8,000000;-2,750000E-6;1,000000
8,000000;-2,750000E-6;1,200000
8,000000;-5,500000E-6;1,400000
8,000000;-2,750000E-6;1,600000
8,000000;1,375000E-6;1,800000
8,000000;1,237600E-5;2,000000
8,000000;2,200100E-5;2,200000
8,000000;5,362800E-5;2,400000
8,000000;0,000107;2,600000
8,000000;0,000206;2,800000
8,000000;0,000351;3,000000
8,000000;0,000534;3,200001
8,000000;0,000766;3,400001
8,000000;0,001042;3,600001
8,000000;0,001368;3,800001
8,000000;0,001733;4,000000
8,000000;0,002141;4,200000
8,000000;0,002591;4,400000
8,000000;0,003083;4,600000
8,000000;0,003608;4,800000
8,000000;0,004179;5,000000
8,000000;0,004776;5,199999
8,000000;0,005407;5,399999
8,000000;0,006070;5,599999
8,000000;0,006760;5,799999
8,000000;0,007476;5,999999
8,000000;0,008219;6,199998
8,000000;0,008986;6,399998
8,000000;0,009773;6,599998
8,000000;0,010584;6,799998
8,000000;0,011416;6,999998
8,000000;0,012266;7,199997
8,000000;0,013128;7,399997
8,000000;0,014013;7,599997
8,000000;0,014916;7,799997
8,000000;0,015826;7,999997
8,000000;0,016750;8,199997
8,000000;0,017690;8,399997
8,000000;0,018643;8,599997
8,000000;0,019606;8,799996
8,000000;0,020575;8,999996
8,000000;0,021557;9,199996
8,000000;0,022549;9,399996
8,000000;0,023547;9,599996
8,000000;0,024554;9,799995
8,000000;0,025567;9,999995
8,000000;0,026587;10,200000
8,000000;0,027614;10,399990
9,000000;-2,750000E-6;0,400000
9,000000;-4,125000E-6;0,600000
9,000000;-5,500000E-6;0,800000
9,000000;-1,375000E-6;1,000000
9,000000;-5,500000E-6;1,200000
9,000000;-8,251000E-6;1,400000
9,000000;-4,125000E-6;1,600000
9,000000;4,125000E-6;1,800000
9,000000;1,237600E-5;2,000000
9,000000;2,887700E-5;2,200000
9,000000;5,775400E-5;2,400000
9,000000;0,000114;2,600000
9,000000;0,000212;2,800000
9,000000;0,000356;3,000000
9,000000;0,000540;3,200001
9,000000;0,000777;3,400001
9,000000;0,001057;3,600001
9,000000;0,001387;3,800001
9,000000;0,001763;4,000000
9,000000;0,002177;4,200000
9,000000;0,002635;4,400000
9,000000;0,003127;4,600000
9,000000;0,003659;4,800000
9,000000;0,004227;5,000000
9,000000;0,004827;5,199999
9,000000;0,005467;5,399999
9,000000;0,006130;5,599999
9,000000;0,006825;5,799999
9,000000;0,007544;5,999999
9,000000;0,008288;6,199998
9,000000;0,009056;6,399998
9,000000;0,009844;6,599998
9,000000;0,010653;6,799998
9,000000;0,011481;6,999998
9,000000;0,012330;7,199997
9,000000;0,013198;7,399997
9,000000;0,014077;7,599997
9,000000;0,014973;7,799997
9,000000;0,015882;7,999997
9,000000;0,016804;8,199997
9,000000;0,017744;8,399997
9,000000;0,018690;8,599997
9,000000;0,019646;8,799996
9,000000;0,020610;8,999996
9,000000;0,021586;9,199996
9,000000;0,022571;9,399996
9,000000;0,023563;9,599996
9,000000;0,024567;9,799995
9,000000;0,025570;9,999995
9,000000;0,026587;10,200000
9,000000;0,027609;10,399990
10,000000;-2,750000E-6;0,400000
10,000000;-8,251000E-6;0,600000
10,000000;-4,125000E-6;0,800000
10,000000;-2,750000E-6;1,000000
10,000000;-4,125000E-6;1,200000
10,000000;-6,875000E-6;1,400000
10,000000;-5,500000E-6;1,600000
10,000000;-2,750000E-6;1,800000
10,000000;8,251000E-6;2,000000
10,000000;2,612700E-5;2,200000
10,000000;5,775400E-5;2,400000
10,000000;0,000117;2,600000
10,000000;0,000226;2,800000
10,000000;0,000366;3,000000
10,000000;0,000557;3,200001
10,000000;0,000800;3,400001
10,000000;0,001093;3,600001
10,000000;0,001427;3,800001
10,000000;0,001804;4,000000
10,000000;0,002224;4,200000
10,000000;0,002692;4,400000
10,000000;0,003196;4,600000
10,000000;0,003732;4,800000
10,000000;0,004303;5,000000
10,000000;0,004909;5,199999
10,000000;0,005548;5,399999
10,000000;0,006215;5,599999
10,000000;0,006915;5,799999
10,000000;0,007637;5,999999
10,000000;0,008383;6,199998
10,000000;0,009151;6,399998
10,000000;0,009938;6,599998
10,000000;0,010750;6,799998
10,000000;0,011578;6,999998
10,000000;0,012425;7,199997
10,000000;0,013289;7,399997
10,000000;0,014161;7,599997
10,000000;0,015054;7,799997
10,000000;0,015961;7,999997
10,000000;0,016882;8,199997
10,000000;0,017807;8,399997
10,000000;0,018744;8,599997
10,000000;0,019695;8,799996
10,000000;0,020662;8,999996
10,000000;0,021629;9,199996
10,000000;0,022609;9,399996
10,000000;0,023592;9,599996
10,000000;0,024584;9,799995
10,000000;0,025581;9,999995
10,000000;0,026585;10,200000
10,000000;0,027595;10,399990
