	0,010451	-4,119000E-6
	0,010445	-6,864000E-6
	0,020361	-4,119000E-6
	0,030321	-4,119000E-6
	0,040331	-6,864000E-6
	0,050348	-2,746000E-6
	0,060322	-4,119000E-6
	0,070355	-5,491000E-6
	0,080325	-4,119000E-6
	0,090348	-6,864000E-6
	0,100373	-5,491000E-6
	0,110340	-5,491000E-6
	0,120284	-6,864000E-6
	0,130304	-2,746000E-6
	0,140332	-5,491000E-6
	0,150349	-6,864000E-6
	0,160315	-4,119000E-6
	0,170327	-6,864000E-6
	0,180338	-2,746000E-6
	0,190366	-8,237000E-6
	0,200316	-5,491000E-6
	0,210339	-2,746000E-6
	0,220213	-6,864000E-6
	0,230218	-4,119000E-6
	0,240218	-5,491000E-6
	0,250193	-4,119000E-6
	0,260181	-6,864000E-6
	0,270154	-5,491000E-6
	0,280085	-2,746000E-6
	0,290094	-2,746000E-6
	0,299986	-1,373000E-6
	0,309926	-2,746000E-6
	0,319656	0,000000
	0,329502	-2,746000E-6
	0,339376	1,373000E-6
	0,349122	5,491000E-6
	0,358819	4,119000E-6
	0,368474	8,237000E-6
	0,377964	1,098300E-5
	0,387468	1,922000E-5
	0,396715	2,059300E-5
	0,405764	3,157500E-5
	0,414749	3,844000E-5
	0,423499	4,804900E-5
	0,432069	6,040500E-5
	0,440392	7,276100E-5
	0,448450	8,923500E-5
	0,456248	0,000106
	0,463736	0,000128
	0,470977	0,000147
	0,477909	0,000176
	0,484522	0,000199
	0,490860	0,000232
	0,496971	0,000262
	0,502796	0,000295
	0,508352	0,000332
	0,513653	0,000368
	0,518700	0,000410
	0,523540	0,000446
	0,528176	0,000496
	0,532566	0,000535
	0,536757	0,000588
	0,540783	0,000633
	0,544655	0,000681
	0,548226	0,000733
	0,551764	0,000783
	0,555198	0,000835
	0,558465	0,000891
	0,561623	0,000943
	0,564666	0,000999
	0,567592	0,001057
	0,570421	0,001116
	0,573130	0,001170
	0,575763	0,001234
	0,578302	0,001293
	0,580749	0,001356
	0,583141	0,001415
	0,585436	0,001476
	0,587663	0,001542
	0,589840	0,001601
	0,591945	0,001667
	0,593975	0,001727
	0,595972	0,001796
	0,597910	0,001857
	0,599801	0,001925
	0,601636	0,001991
	0,603428	0,002057
	0,605177	0,002124
	0,606893	0,002187
	0,608555	0,002256
	0,610192	0,002321
	0,611774	0,002391
	0,613333	0,002456
	0,614860	0,002527
	0,616354	0,002592
	0,617820	0,002661
	0,619254	0,002733
	0,620654	0,002799
	0,622039	0,002869
	0,623388	0,002941
	0,624720	0,003008
	0,626009	0,003079
	0,627288	0,003152
	0,628554	0,003219
	0,629786	0,003291
	0,631001	0,003359
	0,632198	0,003432
	0,633369	0,003502
	0,634531	0,003574
	0,635668	0,003644
	0,636789	0,003714
	0,637898	0,003789
	0,638987	0,003856
	0,640070	0,003935
	0,641132	0,004002
	0,642172	0,004077
	0,643200	0,004147
	0,644211	0,004223
	0,645214	0,004293
	0,646201	0,004362
	0,647165	0,004437
	0,648129	0,004506
	0,649083	0,004581
	0,650039	0,004658
	0,650969	0,004729
	0,651886	0,004801
	0,652786	0,004875
	0,653682	0,004952
	0,654568	0,005020
	0,655440	0,005096
	0,656302	0,005167
	0,657153	0,005242
	0,658001	0,005316
	0,658839	0,005384
	0,659665	0,005464
	0,660485	0,005537
	0,661294	0,005611
	0,662097	0,005685
	0,662895	0,005758
	0,663678	0,005835
	0,664452	0,005903
	0,665220	0,005980
	0,665986	0,006054
	0,666743	0,006131
	0,667491	0,006202
	0,668232	0,006279
	0,668970	0,006354
	0,669701	0,006428
	0,670424	0,006505
	0,671137	0,006575
	0,671851	0,006654
	0,672556	0,006724
	0,673256	0,006802
	0,673949	0,006877
	0,674639	0,006949
	0,675322	0,007026
	0,676003	0,007099
	0,676669	0,007180
	0,677338	0,007250
	0,678002	0,007325
	0,678650	0,007397
	0,679300	0,007474
	0,679949	0,007555
	0,680589	0,007623
	0,681227	0,007703
	0,681859	0,007774
	0,682486	0,007854
	0,683115	0,007925
	0,683735	0,008002
	0,684346	0,008078
	0,684958	0,008149
	0,685564	0,008229
	0,686170	0,008304
	0,686766	0,008381
	0,687363	0,008454
	0,687956	0,008534
	0,688542	0,008609
	0,689128	0,008679
	0,689710	0,008759
	0,690280	0,008833
	0,690852	0,008910
	0,691421	0,008987
	0,691986	0,009058
	0,692548	0,009139
	0,693108	0,009212
	0,693659	0,009290
	0,694213	0,009364
	0,694761	0,009441
	0,695310	0,009521
	0,695844	0,009589
	0,696384	0,009672
	0,696922	0,009744
	0,697434	0,009816
	0,697965	0,009891
	0,698496	0,009974
	0,699019	0,010045
	0,699541	0,010123
	0,700061	0,010197
	0,700576	0,010272
	0,701087	0,010351
	0,701598	0,010427
	0,702110	0,010504
	0,702618	0,010582
	0,703120	0,010655
	0,703625	0,010734
	0,704124	0,010810
	0,704621	0,010884
	0,705116	0,010962
	0,705604	0,011040
	0,706089	0,011116
	0,706579	0,011191
