0,003081;-5,491000E-6
0,003492;0,000000
0,020235;-2,746000E-6
0,030205;-2,746000E-6
0,040207;1,373000E-6
0,050226;0,000000
0,060203;-2,746000E-6
0,070247;0,000000
0,080209;-4,119000E-6
0,090239;1,373000E-6
0,100255;-2,746000E-6
0,110238;-2,746000E-6
0,120182;0,000000
0,130193;-2,746000E-6
0,140199;0,000000
0,150218;0,000000
0,160197;0,000000
0,170201;0,000000
0,180219;-4,119000E-6
0,190239;0,000000
0,200204;-2,746000E-6
0,210211;-2,746000E-6
0,220068;-1,373000E-6
0,230087;-2,746000E-6
0,240087;-2,746000E-6
0,250062;-2,746000E-6
0,260048;0,000000
0,270038;-2,746000E-6
0,279992;1,373000E-6
0,290011;-2,746000E-6
0,299929;1,373000E-6
0,309907;-1,373000E-6
0,319681;4,119000E-6
0,329587;0,000000
0,339560;4,119000E-6
0,349411;1,373000E-6
0,359259;6,864000E-6
0,369105;4,119000E-6
0,378848;8,237000E-6
0,388639;8,237000E-6
0,398260;1,510100E-5
0,407748;1,372800E-5
0,417257;1,922000E-5
0,426635;2,608400E-5
0,435906;2,883000E-5
0,445013;3,844000E-5
0,453932;4,667700E-5
0,462665;5,765900E-5
0,471130;6,726900E-5
0,479382;8,099800E-5
0,487350;9,747200E-5
0,494962;0,000115
0,502306;0,000135
0,509370;0,000159
0,516119;0,000183
0,522547;0,000214
0,528662;0,000244
0,534440;0,000277
0,539949;0,000312
0,545176;0,000349
0,550121;0,000389
0,554794;0,000427
0,559263;0,000475
0,563530;0,000516
0,567583;0,000563
0,571432;0,000614
0,575109;0,000663
0,578596;0,000711
0,581938;0,000766
0,585118;0,000821
0,588163;0,000874
0,591120;0,000927
0,593929;0,000983
0,596641;0,001043
0,599240;0,001098
0,601740;0,001161
0,604157;0,001219
0,606514;0,001277
0,608803;0,001339
0,611016;0,001399
0,613149;0,001462
0,615205;0,001520
0,617225;0,001584
0,619176;0,001646
0,621058;0,001713
0,622890;0,001774
0,624668;0,001838
0,626402;0,001904
0,628097;0,001969
0,629735;0,002035
0,631350;0,002098
0,632907;0,002165
0,634432;0,002232
0,635943;0,002295
0,637395;0,002365
0,638822;0,002430
0,640253;0,002500
0,641650;0,002563
0,642960;0,002636
0,644305;0,002696
0,645624;0,002770
0,646898;0,002834
0,648149;0,002902
0,649372;0,002971
0,650568;0,003039
0,651763;0,003112
0,652934;0,003178
0,654094;0,003250
0,655253;0,003320
0,656377;0,003385
0,657472;0,003454
0,658545;0,003527
0,659600;0,003597
0,660647;0,003664
0,661672;0,003740
0,662677;0,003803
0,663679;0,003878
0,664656;0,003946
0,665629;0,004018
0,666601;0,004087
0,667541;0,004158
0,668463;0,004230
0,669385;0,004300
0,670294;0,004374
0,671180;0,004441
0,672046;0,004515
0,672910;0,004588
0,673761;0,004657
0,674615;0,004728
0,675449;0,004801
0,676274;0,004872
0,677081;0,004946
0,677876;0,005016
0,678666;0,005086
0,679438;0,005163
0,680220;0,005231
0,680977;0,005307
0,681733;0,005376
0,682482;0,005452
0,683232;0,005526
0,683978;0,005592
0,684733;0,005666
0,685462;0,005738
0,686169;0,005808
0,686883;0,005884
0,687591;0,005960
0,688284;0,006027
0,688988;0,006105
0,689699;0,006175
0,690395;0,006248
0,691074;0,006319
0,691738;0,006392
0,692415;0,006467
0,693093;0,006542
0,693747;0,006610
0,694388;0,006688
0,695021;0,006761
0,695637;0,006829
0,696251;0,006907
0,696868;0,006978
0,697479;0,007050
0,698093;0,007124
0,698709;0,007198
0,699317;0,007269
0,699916;0,007341
0,700512;0,007420
0,701102;0,007489
0,701697;0,007568
0,702295;0,007641
0,702887;0,007709
0,703480;0,007785
0,704039;0,007860
0,704582;0,007932
0,705135;0,008008
0,705683;0,008085
0,706233;0,008153
0,706774;0,008229
0,707312;0,008304
0,707845;0,008376
0,708375;0,008447
0,708936;0,008524
0,709501;0,008597
0,710057;0,008669
0,710600;0,008749
0,711127;0,008818
0,711642;0,008895
0,712160;0,008966
0,712678;0,009044
0,713187;0,009117
0,713682;0,009187
0,714177;0,009263
0,714699;0,009338
0,715206;0,009412
0,715687;0,009486
0,716158;0,009559
0,716629;0,009637
0,717114;0,009714
0,717591;0,009783
0,718065;0,009857
0,718514;0,009934
0,718892;0,009989
0,719355;0,010067
0,719819;0,010143
0,720137;0,010188
0,720596;0,010263
0,721050;0,010337
0,721507;0,010410
0,721960;0,010483
0,722398;0,010560
0,722822;0,010637
0,723256;0,010707
0,723690;0,010778
0,724133;0,010859
0,724562;0,010931
0,724978;0,011003
0,725397;0,011082
0,725838;0,011156
0,726268;0,011226
