U;I
3,423535;0,045440
3,424088;0,045517
3,424608;0,045595
3,425150;0,045674
3,425696;0,045746
3,426284;0,045827
3,426838;0,045902
3,427399;0,045974
3,427987;0,046055
3,428595;0,046126
3,429251;0,046206
3,429901;0,046283
3,430465;0,046355
3,430983;0,046435
3,431509;0,046510
3,432081;0,046589
3,432684;0,046667
3,433319;0,046737
3,433467;0,046808
3,434116;0,046855
3,434720;0,046946
3,435301;0,047027
3,435868;0,047105
3,436434;0,047179
3,436995;0,047260
3,437657;0,047333
3,438258;0,047412
3,438981;0,047489
3,439614;0,047562
3,440150;0,047643
3,440658;0,047714
3,441181;0,047795
3,441665;0,047871
3,442167;0,047948
3,442626;0,048021
3,443153;0,048107
3,443651;0,048185
3,444265;0,048255
3,444941;0,048336
3,445678;0,048409
3,446359;0,048483
3,447119;0,048560
3,447687;0,048636
3,448305;0,048715
3,448914;0,048789
3,449416;0,048868
3,450000;0,048940
3,450498;0,049016
3,451077;0,049093
3,451586;0,049170
3,452080;0,049252
3,452528;0,049325
3,453025;0,049407
3,453508;0,049481
3,454030;0,049561
3,453906;0,049551
3,454512;0,049641
3,455183;0,049717
3,455752;0,049793
3,456199;0,049878
3,456723;0,049952
3,457177;0,050035
3,457638;0,050107
3,458121;0,050190
3,458609;0,050262
3,459150;0,050335
3,459781;0,050427
3,460536;0,050497
3,461329;0,050574
3,462048;0,050654
3,462789;0,050728
3,463390;0,050801
3,463861;0,050886
3,464290;0,050961
3,464710;0,051042
3,465140;0,051118
3,465691;0,051199
3,466473;0,051273
3,467240;0,051346
3,467892;0,051428
3,468736;0,051498
3,469720;0,051572
3,470728;0,051624
3,471380;0,051708
3,471875;0,051788
3,472189;0,051865
3,472785;0,051948
3,473386;0,052022
3,473873;0,052105
3,474233;0,052175
3,474581;0,052256
3,474885;0,052341
3,475246;0,052416
3,475602;0,052497
