LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	,
Multi_Headings	No
X_Columns	No
Time_Pref	Relative
Operator	student
Description	WYNIKI  pomiarów  I kol - STEP Uds; II kol- Ugs -multi ; III kol- Idrenu; IV kol - Ugs- zasilacz
Date	2012/05/29
Time	16:54:50,796875
***End_of_Header***	
	
Channels	3			
Samples	578	578	578	
Date	2012/05/29	2012/05/29	2012/05/29	
Time	16:54:50,796875	16:54:50,796875	16:54:50,796875	
X_Dimension	Time	Time	Time	
X0	0,0000000000000000E+0	0,0000000000000000E+0	0,0000000000000000E+0	
Delta_X	1,000000	1,000000	1,000000	
***End_of_Header***				
X_Value	Collected	Collected 1	Collected 2	Comment
	0,000000	-1,375100E-5	-0,200000
	0,000000	-9,626000E-6	-0,200000
	0,000000	-1,375100E-5	-0,200000
	0,000000	-8,251000E-6	-0,200000
	1,000000	-1,100100E-5	-0,200000
	0,000000	-8,251000E-6	-0,400000
	1,000000	-8,251000E-6	-0,600000
	0,000000	-1,100100E-5	-0,800000
	1,000000	-6,875000E-6	-1,000000
	0,000000	-1,100100E-5	-1,200000
	1,000000	-1,375100E-5	-1,400000
	0,000000	-1,375100E-5	-1,600000
	1,000000	-1,237600E-5	-1,800000
	0,000000	-1,375100E-5	-2,000000
	1,000000	-1,650100E-5	-2,200000
	0,000000	-1,375100E-5	-2,400000
	1,000000	-1,100100E-5	-2,600000
	0,000000	-8,251000E-6	-2,800000
	1,000000	-1,100100E-5	-3,000000
	0,000000	-1,100100E-5	-3,200001
	1,000000	-8,251000E-6	-3,400001
	0,000000	-1,100100E-5	-3,600001
	1,000000	-8,251000E-6	-3,800001
	0,000000	-5,500000E-6	-4,000000
	1,000000	-5,500000E-6	-4,200000
	0,000000	-6,875000E-6	-4,400000
	1,000000	-5,500000E-6	-4,600000
	0,000000	-8,251000E-6	-4,800000
	1,000000	-5,500000E-6	-5,000000
	0,000000	-9,626000E-6	-5,199999
	1,000000	-9,626000E-6	-5,399999
	0,000000	-1,100100E-5	-5,599999
	1,000000	-9,626000E-6	-5,799999
	0,000000	-9,626000E-6	-5,999999
	1,000000	-8,251000E-6	-6,199998
	0,000000	-5,500000E-6	-6,399998
	1,000000	-6,875000E-6	-6,599998
	0,000000	-6,875000E-6	-6,799998
	1,000000	-5,500000E-6	-6,999998
	0,000000	-8,251000E-6	-7,199997
	1,000000	-8,251000E-6	-7,399997
	0,000000	-6,875000E-6	-7,599997
	1,000000	-5,500000E-6	-7,799997
	0,000000	-5,500000E-6	-7,999997
	1,000000	-5,500000E-6	-8,199997
	0,000000	-5,500000E-6	-8,399997
	1,000000	-4,125000E-6	-8,599997
	0,000000	-6,875000E-6	-8,799996
	1,000000	-5,500000E-6	-8,999996
	0,000000	-5,500000E-6	-9,199996
	1,000000	-4,125000E-6	-9,399996
	0,000000	-8,251000E-6	-9,599996
	1,000000	-6,875000E-6	-9,799995
	0,000000	-6,875000E-6	-9,999995
	1,000000	-6,875000E-6	-10,200000
	0,000000	-9,626000E-6	-10,399990
	1,000000	-0,005216	-0,200000
	0,000000	-6,875000E-6	-0,400000
	1,000000	-6,875000E-6	-0,600000
	0,000000	-1,375100E-5	-0,800000
	1,000000	-1,375100E-5	-1,000000
	0,000000	-8,251000E-6	-1,200000
	1,000000	-8,251000E-6	-1,400000
	0,000000	-1,100100E-5	-1,600000
	1,000000	-1,100100E-5	-1,800000
	0,000000	-3,162700E-5	-2,000000
	1,000000	-8,388000E-5	-2,200000
	0,000000	-0,000179	-2,400000
	1,000000	-0,000296	-2,600000
	0,000000	-0,000443	-2,800000
	1,000000	-0,000613	-3,000000
	0,000000	-0,000789	-3,200001
	1,000000	-0,000975	-3,400001
	0,000000	-0,001145	-3,600001
	1,000000	-0,001323	-3,800001
	0,000000	-0,001488	-4,000000
	1,000000	-0,001649	-4,200000
